time_delta,purchase_value,source,browser,sex,age,ip_country,class
3335.0,46,1,3,1,29,13,0
55186.0,13,1,1,0,33,43,0
41531.0,66,0,0,0,44,0,1
105041.0,59,0,0,0,19,0,0
138194.0,29,2,1,1,33,0,1
152101.0,29,2,2,0,33,1,0
169195.0,23,1,0,0,45,0,0
14662.0,64,1,1,0,26,17,0
16851.0,41,2,1,0,37,8,0
154756.0,63,1,0,0,22,46,0
158978.0,23,2,2,0,38,8,0
119114.0,13,2,0,1,19,8,0
159704.0,19,1,1,1,49,4,0
90743.0,34,1,3,1,25,4,0
13284.0,40,1,0,0,28,0,0
2083.0,56,2,2,0,27,3,0
127714.0,54,0,3,0,18,8,0
93774.0,25,2,0,1,32,0,0
77005.0,24,1,0,1,35,0,0
83572.0,45,1,3,1,18,9,0
99558.0,38,1,0,1,38,1,0
91658.0,48,1,3,0,38,0,0
119039.0,67,1,0,0,53,0,0
133063.0,63,1,0,1,19,4,0
54035.0,16,1,3,0,36,8,0
0.0,49,1,3,0,19,0,1
71295.0,26,0,0,0,51,43,0
93598.0,57,1,3,1,30,4,0
126498.0,17,2,1,0,25,0,0
78527.0,22,1,1,0,35,0,0
150330.0,32,2,1,0,21,70,0
50922.0,41,0,4,1,29,0,0
12120.0,11,1,4,0,20,4,0
148926.0,62,1,3,0,30,0,0
88602.0,69,0,0,1,30,4,0
11048.0,21,2,1,0,19,17,0
108686.0,54,2,2,1,46,4,0
42463.0,18,1,3,0,46,8,0
155896.0,23,0,3,0,37,30,0
98129.0,32,1,0,0,34,0,0
101874.0,78,2,1,1,30,0,0
134093.0,52,1,0,0,43,0,0
40274.0,11,0,3,1,38,0,0
96796.0,11,1,2,1,33,0,0
49189.0,108,2,0,1,28,1,0
82357.0,42,1,2,0,29,18,0
0.0,33,1,2,1,31,0,1
170276.0,46,0,0,0,21,34,0
0.0,72,2,0,1,54,72,1
135236.0,29,1,3,0,32,12,0
143400.0,14,2,0,0,26,0,0
168333.0,46,0,0,0,35,0,0
52378.0,46,0,3,0,22,0,0
0.0,20,1,0,1,20,0,1
84237.0,30,2,0,0,30,18,0
52887.0,16,1,1,0,31,18,0
2710.0,39,0,3,0,27,0,0
5627.0,14,0,3,0,33,0,0
57409.0,51,1,2,0,36,7,0
0.0,23,1,0,0,39,32,1
109452.0,50,1,1,0,52,0,1
165490.0,14,2,1,0,39,0,0
134121.0,27,1,0,0,29,4,0
149422.0,15,1,0,1,45,0,0
24632.0,36,1,2,0,28,1,0
130361.0,48,1,2,0,36,0,0
72911.0,28,0,0,0,25,0,0
57907.0,30,0,1,1,26,0,0
63331.0,20,0,0,1,35,1,0
159847.0,41,1,2,0,38,45,0
68209.0,16,0,0,1,34,0,0
119705.0,21,1,2,1,32,20,0
10745.0,53,2,2,1,24,4,0
113671.0,44,1,0,0,30,7,0
114353.0,40,1,1,1,24,0,0
127747.0,27,2,1,1,43,2,0
35183.0,29,2,0,0,35,0,0
150961.0,30,1,2,0,43,4,0
172135.0,14,1,2,1,22,4,0
80692.0,44,0,2,1,34,0,0
97341.0,22,2,3,0,47,0,0
0.0,25,1,1,0,26,19,1
168764.0,39,1,0,1,24,5,0
165320.0,44,1,0,0,31,0,0
79292.0,45,1,0,0,30,8,0
50523.0,24,2,2,1,31,53,0
58428.0,43,2,0,0,32,7,0
170927.0,83,0,2,0,31,4,0
113972.0,57,0,4,1,19,17,0
26595.0,38,0,0,0,23,2,0
165182.0,50,1,3,0,48,0,0
89121.0,54,1,0,1,24,0,0
124287.0,36,0,3,0,40,0,0
116759.0,18,1,0,0,44,0,0
94554.0,25,1,2,0,27,26,0
155178.0,20,2,1,1,38,0,0
84399.0,20,2,0,0,38,17,0
132890.0,24,1,1,0,45,4,0
31228.0,16,0,0,0,19,72,0
2846.0,43,1,3,1,26,2,0
144178.0,18,1,3,0,34,5,0
92594.0,42,1,0,0,19,0,0
33161.0,52,2,0,0,31,8,0
51605.0,49,2,2,0,22,4,0
16700.0,48,2,0,0,29,0,0
118932.0,54,0,1,1,31,0,0
143992.0,48,1,0,0,49,4,0
20276.0,44,1,0,1,27,9,0
71393.0,50,2,3,1,36,3,0
35619.0,48,0,0,1,31,4,0
62292.0,64,0,3,1,60,1,0
132367.0,63,1,2,1,45,7,0
87447.0,31,2,0,0,35,8,0
161911.0,9,0,1,0,54,27,0
98170.0,35,1,0,0,24,17,0
2180.0,43,1,0,1,30,25,0
45012.0,40,0,1,0,29,19,0
0.0,47,0,0,1,31,7,1
81353.0,26,0,0,1,42,4,0
85703.0,20,0,2,0,25,8,0
104848.0,64,1,0,1,44,20,0
34628.0,37,2,3,0,35,46,0
209.0,52,0,0,0,49,0,0
23583.0,36,2,0,0,23,2,0
150152.0,18,2,0,1,43,0,0
162700.0,36,1,0,1,39,0,1
81270.0,29,0,0,1,33,18,0
29796.0,56,1,3,0,39,0,0
54582.0,27,0,2,0,53,0,0
44247.0,69,0,0,1,26,2,0
157945.0,19,1,2,0,47,4,0
32030.0,14,1,1,0,24,0,0
44463.0,62,1,0,1,39,25,0
0.0,17,1,2,1,23,8,1
96690.0,38,2,1,0,26,33,1
53993.0,26,0,3,1,35,0,0
44304.0,10,2,1,1,35,7,0
50083.0,22,2,1,1,33,8,0
23308.0,45,1,0,1,20,4,0
142126.0,62,1,3,0,35,45,0
29226.0,87,1,0,1,30,0,0
45710.0,28,2,0,1,31,0,0
8726.0,35,2,0,0,36,27,0
18561.0,38,2,3,0,37,0,0
3686.0,15,1,0,1,22,0,0
312.0,31,1,0,1,19,4,0
40459.0,36,1,0,0,23,65,0
118333.0,13,2,1,0,35,0,0
162718.0,13,2,0,1,21,1,0
146207.0,36,2,3,1,36,7,0
96459.0,51,2,0,0,46,0,0
120472.0,21,2,0,0,50,40,0
146183.0,63,2,2,0,38,7,1
166600.0,11,2,1,0,26,1,0
64194.0,37,1,2,1,24,2,0
4844.0,86,1,3,0,31,6,0
172599.0,52,2,1,1,30,0,0
3902.0,17,1,1,0,32,17,0
10756.0,21,1,0,0,35,0,0
97684.0,36,2,0,1,37,0,0
9400.0,10,2,2,1,32,27,0
65565.0,35,2,1,1,39,0,0
111283.0,59,1,1,0,35,51,0
110150.0,14,1,4,1,24,1,0
139031.0,50,1,1,0,20,4,0
141150.0,20,0,1,1,34,14,0
161565.0,10,2,1,0,52,1,0
67507.0,38,1,1,1,28,0,0
66019.0,44,2,1,0,20,26,0
0.0,20,0,0,1,35,4,1
135135.0,31,1,0,0,24,0,0
137048.0,31,1,0,1,25,0,0
28691.0,38,1,0,1,38,18,0
56081.0,19,2,1,0,55,1,0
66470.0,50,1,0,0,36,18,0
0.0,28,1,0,0,36,14,1
114816.0,18,2,4,0,33,0,0
0.0,49,1,2,0,51,0,1
160952.0,25,0,0,0,28,0,0
140212.0,40,1,3,1,32,0,0
41849.0,35,1,0,1,30,17,0
146800.0,18,1,2,1,41,8,0
16923.0,52,2,4,0,52,16,0
130974.0,41,0,1,0,33,3,0
29655.0,29,1,1,0,29,4,0
143206.0,55,2,0,0,32,4,0
134935.0,48,2,0,0,20,4,0
72434.0,42,2,1,0,18,0,0
122824.0,28,2,0,0,49,0,0
34904.0,51,1,0,1,27,7,0
111681.0,15,2,0,0,28,0,0
130826.0,11,0,4,0,37,19,0
142717.0,19,2,2,1,29,3,0
155598.0,52,0,1,0,30,25,0
56779.0,31,2,0,1,22,0,0
22933.0,55,2,0,1,50,17,0
78444.0,11,1,0,1,27,17,0
157638.0,16,1,2,0,28,0,0
0.0,9,1,2,1,18,4,1
59327.0,56,1,1,1,30,4,0
23848.0,62,1,0,0,21,0,0
161943.0,44,1,0,0,32,9,0
0.0,44,0,0,0,27,17,1
141274.0,34,1,1,0,26,17,0
116453.0,41,2,1,1,50,0,1
37230.0,39,2,1,1,33,5,0
135465.0,23,2,1,1,24,0,0
111862.0,65,1,1,1,20,0,0
153036.0,20,0,3,0,18,8,0
65591.0,13,1,0,1,31,0,0
38606.0,18,1,0,0,41,0,0
129047.0,15,2,3,0,42,4,0
168932.0,26,1,0,1,27,0,0
118213.0,29,1,3,1,44,8,0
77018.0,104,1,3,0,28,0,0
100546.0,22,0,2,0,18,4,0
15711.0,29,1,0,0,31,8,0
65588.0,9,2,3,0,37,0,0
0.0,69,1,1,1,29,103,1
165398.0,36,2,3,0,30,4,0
115408.0,42,0,0,1,38,0,0
26717.0,18,2,1,0,23,17,0
31552.0,44,1,1,0,27,90,0
40774.0,58,2,2,0,44,8,0
0.0,15,1,4,0,53,0,1
94398.0,22,0,3,0,48,4,0
110995.0,28,0,1,1,29,17,0
0.0,39,0,0,0,22,3,1
33682.0,26,1,0,0,23,17,0
93530.0,39,2,1,1,25,8,0
144035.0,24,1,1,0,31,0,0
125378.0,51,1,2,0,35,8,0
30965.0,29,2,1,0,38,4,0
168017.0,61,2,0,0,40,17,0
33602.0,34,0,1,0,42,23,0
104140.0,46,1,2,0,36,18,0
62595.0,42,1,0,0,35,0,0
29940.0,38,0,3,0,36,1,0
146520.0,45,0,1,1,37,0,0
110865.0,21,0,3,1,18,0,0
53931.0,15,1,1,1,24,53,0
9930.0,35,1,0,0,35,2,0
65557.0,18,0,3,0,28,17,0
31396.0,13,2,0,1,39,8,0
145007.0,15,2,0,0,40,12,0
10949.0,18,0,2,0,37,4,0
99021.0,16,0,3,1,34,4,0
161183.0,16,1,2,0,22,8,0
38430.0,49,1,3,1,30,17,0
29386.0,50,1,0,0,25,32,0
81855.0,75,1,0,0,23,40,0
123363.0,34,2,0,1,38,0,0
112195.0,23,1,1,0,19,0,0
58305.0,28,0,2,0,33,26,0
107207.0,42,0,1,0,22,9,0
160192.0,72,2,1,1,27,0,0
16728.0,19,2,1,0,26,0,0
19982.0,61,2,0,0,49,8,0
163488.0,19,1,2,1,25,0,0
126398.0,16,1,0,1,43,34,0
121424.0,80,1,0,0,25,4,0
50950.0,41,1,3,0,28,3,0
0.0,28,2,0,0,37,0,1
61285.0,50,2,2,0,39,0,0
19143.0,40,2,0,0,46,10,0
139869.0,9,0,0,1,46,0,0
41665.0,21,2,1,0,43,0,0
0.0,35,1,0,1,36,0,1
106664.0,32,2,0,0,31,0,0
100747.0,37,0,0,0,48,4,0
57327.0,32,0,0,0,32,8,0
18562.0,54,2,0,1,31,4,0
0.0,16,1,0,0,36,8,1
22419.0,55,1,1,0,32,22,1
154556.0,44,1,2,0,42,45,0
84383.0,46,1,1,0,30,0,0
94607.0,87,2,0,0,33,4,0
146710.0,29,0,3,1,37,0,1
102993.0,15,0,3,0,34,25,0
152216.0,67,2,3,0,33,0,0
90357.0,53,1,0,0,47,7,0
93061.0,52,1,3,1,41,0,0
122496.0,19,2,1,1,40,0,0
133335.0,51,2,2,0,36,4,1
128249.0,14,2,0,1,39,17,0
11841.0,47,1,0,0,27,0,0
130224.0,15,1,1,0,33,4,0
96769.0,26,0,3,1,35,0,0
579.0,46,1,2,0,35,4,0
10396.0,32,1,3,0,38,0,0
158580.0,28,2,1,0,27,3,0
136702.0,66,1,2,1,37,70,0
88668.0,55,1,1,1,24,95,0
148247.0,13,1,2,0,34,10,0
57079.0,34,0,0,0,38,0,0
3678.0,31,2,2,0,30,83,0
156577.0,23,1,2,0,34,4,0
110154.0,9,2,0,1,46,0,0
49448.0,62,2,0,1,19,12,0
156674.0,24,2,1,0,20,52,0
4950.0,37,2,0,0,26,8,0
141141.0,11,0,2,0,24,0,0
81532.0,23,1,1,0,48,0,0
73042.0,34,1,3,0,38,4,0
67170.0,10,1,2,1,49,0,0
171822.0,26,2,0,0,50,46,0
69585.0,9,2,0,1,27,8,0
46250.0,71,1,2,1,41,0,0
87017.0,12,0,3,0,60,4,0
130530.0,62,0,3,0,41,0,0
102099.0,36,0,1,1,27,0,0
108429.0,18,2,0,1,22,0,0
58936.0,41,0,1,0,34,0,0
25461.0,26,2,2,1,48,0,0
146710.0,29,2,1,0,26,4,0
112613.0,12,2,1,1,33,38,0
65389.0,18,1,2,0,29,4,0
124126.0,38,1,1,0,48,4,0
45859.0,13,1,2,0,27,16,0
163803.0,61,2,0,0,27,4,0
45836.0,28,2,0,1,22,5,0
139334.0,47,0,4,1,42,45,0
65431.0,18,2,2,1,31,0,0
83123.0,34,2,0,0,27,2,0
115212.0,20,1,2,1,38,0,0
0.0,23,1,1,0,33,33,1
34589.0,17,1,2,0,31,0,0
170794.0,27,2,1,0,61,17,0
27804.0,9,0,0,0,40,5,0
104048.0,63,0,3,1,34,0,0
76718.0,14,1,1,0,41,0,0
79654.0,46,1,0,1,28,62,0
51497.0,25,1,1,0,45,5,0
17441.0,89,1,2,1,29,12,0
0.0,9,2,1,1,46,0,1
26323.0,11,0,2,1,24,4,0
126173.0,79,0,2,0,20,0,0
20050.0,42,1,1,0,40,69,0
68410.0,23,1,2,0,42,19,0
159311.0,13,1,2,0,23,8,0
162020.0,29,1,0,0,45,0,0
115425.0,33,1,3,0,27,1,0
168011.0,37,0,3,0,29,0,0
120814.0,24,1,0,1,31,0,0
154843.0,92,2,2,0,45,4,0
106995.0,40,2,2,0,19,0,0
12729.0,25,2,2,1,36,0,0
11610.0,43,0,0,0,27,0,0
32658.0,24,1,0,1,36,0,0
0.0,27,1,2,0,29,0,1
56734.0,34,2,3,0,35,1,0
123074.0,35,2,1,0,39,5,0
12547.0,36,2,0,1,20,1,0
2354.0,26,2,2,1,28,0,0
112056.0,53,0,0,1,22,0,0
113552.0,20,1,2,0,19,0,0
11954.0,25,1,3,0,18,0,0
0.0,38,0,0,0,42,0,1
15727.0,62,2,2,0,46,0,0
46063.0,13,2,0,1,35,4,0
153943.0,56,1,0,0,31,18,0
63190.0,34,1,2,0,23,19,0
0.0,39,0,4,0,32,0,1
101887.0,32,0,2,1,48,17,0
26322.0,11,0,0,0,46,0,0
138200.0,37,1,2,0,20,26,0
166027.0,48,1,1,0,31,23,0
125416.0,30,2,0,0,40,0,0
1574.0,34,2,2,1,24,0,1
54990.0,27,0,1,0,37,26,0
1.0,13,1,3,0,39,1,1
78195.0,43,2,0,0,29,0,0
142854.0,65,2,2,1,28,18,0
124046.0,33,0,0,0,33,14,0
97994.0,24,2,3,0,36,0,0
72660.0,28,2,0,1,21,0,0
35856.0,27,1,1,1,23,0,0
92291.0,14,0,3,1,58,30,0
0.0,45,2,1,1,22,1,1
15620.0,63,2,2,1,61,8,0
155501.0,43,0,0,1,39,3,0
142318.0,31,1,4,0,18,30,0
115110.0,33,0,0,0,33,4,0
35353.0,15,1,1,1,40,0,0
35018.0,54,1,1,0,42,3,0
55331.0,45,2,0,0,33,0,0
134448.0,46,1,0,0,21,0,0
156163.0,40,1,3,0,28,45,0
25136.0,60,0,2,1,24,0,0
162635.0,27,2,2,1,35,0,0
89501.0,24,2,3,0,39,7,0
165641.0,67,2,1,0,43,53,0
0.0,32,2,0,1,28,41,1
22671.0,27,2,1,0,35,2,0
85908.0,45,1,3,0,25,0,0
93638.0,13,1,1,1,33,0,0
45309.0,18,2,0,1,24,0,0
0.0,42,2,1,0,36,4,1
1.0,64,0,0,0,43,4,1
6095.0,26,2,0,0,31,23,0
35629.0,38,1,1,1,31,4,0
115861.0,63,2,1,1,37,19,0
79820.0,24,2,1,1,33,0,0
76689.0,44,0,1,0,31,5,1
64506.0,33,1,2,0,40,4,0
64181.0,12,2,0,0,33,2,0
128484.0,41,1,0,1,35,0,0
141953.0,13,2,2,1,36,17,0
165840.0,9,2,2,0,27,0,0
117578.0,33,2,1,0,20,4,0
164010.0,35,0,0,1,24,22,0
153162.0,63,2,2,0,46,4,0
153867.0,19,1,1,1,23,8,0
70988.0,53,0,0,0,42,17,0
138884.0,22,0,0,0,33,4,0
79071.0,53,1,3,0,37,4,0
134725.0,67,0,4,0,41,8,1
91485.0,38,2,3,0,36,0,0
40199.0,30,0,0,1,22,8,0
0.0,24,0,0,1,33,4,1
25594.0,31,1,0,1,50,0,0
74280.0,14,1,3,0,31,0,0
72912.0,57,2,1,1,28,19,0
126860.0,67,1,1,1,18,0,0
48909.0,46,2,3,1,27,34,0
12846.0,25,2,3,0,24,8,0
47092.0,9,1,3,1,35,3,0
170298.0,45,2,0,1,21,4,0
68078.0,77,0,0,0,37,0,0
147091.0,34,1,0,1,43,0,0
76248.0,44,2,3,0,29,8,0
73899.0,58,2,0,1,23,25,0
63235.0,23,1,0,1,47,5,0
84433.0,41,1,2,1,33,7,0
90722.0,55,0,2,0,21,0,0
46350.0,15,1,0,1,40,1,0
106880.0,45,2,0,1,24,18,0
111075.0,36,0,0,0,37,1,0
57075.0,29,1,0,1,31,77,0
126990.0,52,2,2,0,39,1,0
24847.0,19,0,2,0,25,8,0
85566.0,10,1,2,0,23,5,0
164294.0,34,2,0,0,30,0,0
36903.0,25,1,1,1,51,0,0
159650.0,21,1,0,1,29,0,0
128281.0,40,1,1,0,24,14,0
83037.0,57,0,2,1,45,0,0
47061.0,41,2,1,0,27,4,0
11729.0,81,1,0,1,24,30,0
73381.0,32,2,1,0,29,8,0
63604.0,24,2,0,1,33,40,0
83946.0,38,1,0,0,44,0,0
141118.0,62,1,1,1,30,0,0
122809.0,28,0,1,1,30,119,0
0.0,52,1,3,0,37,0,1
100058.0,61,2,0,0,19,0,0
23195.0,45,2,0,0,36,0,0
32463.0,14,0,0,1,42,8,0
0.0,46,1,4,0,27,0,1
171552.0,37,2,2,0,37,12,1
168595.0,60,2,1,0,40,8,0
169815.0,38,0,3,1,38,0,0
1077.0,9,1,1,0,39,0,0
116953.0,58,1,1,1,29,0,0
2171.0,35,2,1,0,43,0,0
139216.0,27,2,3,0,26,0,0
818.0,44,0,1,1,39,4,0
120651.0,10,2,3,1,33,0,0
70598.0,56,2,1,1,21,0,0
36125.0,9,1,2,1,25,4,1
147504.0,27,1,0,0,56,4,0
81711.0,53,1,1,1,33,0,1
92198.0,57,2,0,0,32,18,0
70195.0,19,2,0,1,21,34,0
44703.0,12,1,0,0,22,0,0
98361.0,37,1,1,0,36,34,0
43875.0,54,0,0,1,41,4,0
123618.0,12,0,0,0,41,8,0
93043.0,30,1,1,0,23,34,0
68732.0,50,1,0,1,33,0,0
24113.0,10,1,1,0,38,12,0
91990.0,11,1,0,1,31,8,0
122956.0,64,2,1,0,35,17,0
109082.0,15,1,0,0,32,45,0
41977.0,58,2,2,0,25,14,0
71914.0,23,2,2,0,26,4,0
171471.0,69,1,2,0,31,25,0
80710.0,21,1,0,0,24,7,0
132897.0,50,2,0,1,32,0,0
21189.0,16,1,0,0,32,20,0
0.0,25,1,3,1,20,17,1
25353.0,20,2,2,0,19,7,0
73017.0,14,2,1,0,48,47,0
105965.0,12,2,0,0,21,4,0
14369.0,40,2,1,1,43,4,0
125792.0,59,1,1,1,49,8,0
17894.0,16,0,0,1,36,34,0
3804.0,49,0,1,0,21,4,0
50812.0,69,2,0,0,31,0,1
0.0,53,2,1,0,23,1,1
91329.0,18,2,0,1,26,34,0
47115.0,88,1,3,0,25,0,0
115981.0,24,1,1,1,26,5,1
0.0,23,1,1,0,33,33,1
63071.0,16,2,0,0,20,0,0
103260.0,40,2,3,0,23,4,0
82343.0,26,2,0,1,22,4,0
67628.0,50,2,1,1,44,4,0
140264.0,67,0,2,1,47,0,0
93952.0,91,0,3,0,47,8,0
94869.0,61,2,0,1,52,2,0
8709.0,37,0,1,1,28,9,0
64937.0,30,0,2,0,33,46,0
94639.0,10,1,3,0,47,4,0
159614.0,47,1,4,0,28,0,0
66795.0,32,2,0,0,33,4,0
60880.0,48,2,0,0,43,8,0
91880.0,30,2,2,1,39,0,0
123950.0,14,2,2,0,38,0,0
161302.0,15,0,3,0,26,0,0
9345.0,43,2,0,0,31,17,0
100542.0,46,1,3,0,34,0,0
123628.0,110,0,0,1,33,17,0
47112.0,46,1,3,0,25,8,1
114835.0,45,1,3,0,23,0,0
41205.0,31,1,0,0,32,1,0
0.0,30,1,2,1,47,0,1
134235.0,47,0,4,1,41,0,0
3951.0,40,0,2,1,34,0,0
158075.0,54,1,0,0,49,16,0
142376.0,31,1,4,1,33,7,0
137223.0,36,0,0,1,30,0,0
19588.0,30,2,3,1,27,17,0
23370.0,56,2,2,0,31,18,0
11446.0,10,1,3,0,44,12,0
0.0,15,0,3,0,41,0,1
18387.0,12,0,0,0,37,8,0
117748.0,50,0,3,0,33,16,0
0.0,23,0,0,0,42,0,1
166854.0,44,1,0,1,35,8,0
46417.0,43,1,3,0,25,34,0
23133.0,50,1,1,1,36,8,1
9802.0,30,2,2,1,31,4,0
64683.0,32,0,4,1,31,0,0
168851.0,54,0,1,0,28,26,0
171373.0,29,0,0,0,35,17,0
105855.0,46,1,1,0,45,8,0
164096.0,64,0,0,1,20,0,0
20164.0,37,0,0,1,35,0,0
59883.0,24,1,0,0,30,27,0
53124.0,52,2,0,1,30,0,0
41985.0,35,2,3,0,36,18,0
40191.0,25,1,1,1,42,16,0
29519.0,50,0,1,0,36,4,0
71924.0,33,2,3,0,35,0,0
162736.0,47,2,0,1,41,16,0
127584.0,46,1,0,1,33,14,0
143408.0,31,2,0,1,27,4,1
15092.0,25,1,0,1,45,4,0
120210.0,24,1,1,1,33,48,0
81234.0,21,1,3,1,43,13,0
5478.0,28,0,1,0,27,25,0
33092.0,28,1,0,1,43,2,0
117818.0,27,1,3,1,37,7,0
170337.0,10,1,2,1,28,9,0
157356.0,59,0,1,0,28,27,0
99988.0,37,2,3,1,34,4,0
145880.0,58,1,0,0,30,13,0
156453.0,50,2,2,0,18,0,0
152602.0,47,2,1,1,47,0,0
33131.0,11,0,0,1,45,18,0
81323.0,23,2,1,1,33,0,0
138800.0,24,1,2,0,32,0,0
130806.0,88,2,1,1,25,7,0
47736.0,23,2,1,1,21,0,0
165506.0,57,2,2,0,32,4,0
80605.0,78,0,4,1,20,0,0
44190.0,58,0,0,0,46,8,0
17499.0,14,2,2,0,43,8,0
38422.0,20,2,2,0,36,0,0
0.0,19,2,0,1,30,8,1
81571.0,56,2,0,0,30,0,0
79731.0,33,1,1,0,28,4,0
161344.0,27,2,0,1,31,107,0
59568.0,23,1,0,1,29,66,0
107929.0,27,1,0,1,26,0,0
89780.0,60,1,0,0,32,0,0
80321.0,34,2,1,1,41,3,0
112856.0,44,2,3,0,34,65,0
52314.0,31,2,2,1,31,0,0
75001.0,44,2,2,0,34,1,0
89892.0,31,1,0,0,40,4,0
139710.0,13,1,2,1,48,8,0
34631.0,48,2,2,0,43,14,0
5300.0,56,1,0,0,31,1,0
0.0,66,2,0,0,23,0,1
33292.0,44,2,1,0,29,8,0
61922.0,45,0,0,0,30,3,0
144822.0,12,2,1,0,25,0,0
5504.0,63,1,2,0,32,18,0
50404.0,27,2,2,0,28,20,0
100612.0,28,1,0,1,29,17,0
165401.0,15,2,0,0,32,0,0
50473.0,52,2,3,0,41,0,0
71987.0,41,0,1,0,38,2,0
120315.0,9,2,0,1,20,0,0
55896.0,60,1,0,1,42,0,0
98668.0,9,2,0,0,52,71,0
19330.0,56,0,3,1,30,0,0
38891.0,51,1,2,0,28,16,0
157733.0,13,2,2,0,38,0,0
6436.0,12,2,0,0,46,0,0
21873.0,36,2,0,0,42,34,0
148579.0,34,0,1,0,28,4,0
72523.0,21,0,0,1,31,3,0
27952.0,36,1,3,0,36,69,0
32253.0,47,1,1,0,38,4,0
33055.0,51,1,1,1,35,0,0
5324.0,20,1,0,0,25,0,0
11280.0,36,2,1,0,21,0,0
130414.0,83,2,3,1,36,8,0
165594.0,39,1,3,1,28,17,0
153242.0,57,1,0,0,18,0,0
9095.0,33,0,2,0,27,8,0
104072.0,25,0,0,0,41,0,0
114648.0,56,0,3,1,22,0,0
96068.0,35,1,1,1,38,34,0
13376.0,45,0,0,0,40,52,1
0.0,68,1,3,1,47,3,1
0.0,22,1,0,0,31,1,1
4088.0,23,1,0,1,43,8,0
29298.0,30,1,1,0,39,0,0
99556.0,17,2,1,0,19,53,0
157780.0,18,2,1,0,50,18,0
106682.0,38,2,4,1,25,0,0
86851.0,18,2,3,1,37,0,0
121871.0,16,1,3,0,25,0,0
97488.0,30,2,3,1,31,3,0
46588.0,41,0,3,1,36,4,0
108539.0,47,2,4,1,28,7,0
135461.0,53,2,0,1,39,0,0
158531.0,27,2,0,1,26,12,0
143098.0,86,0,1,0,38,14,0
143281.0,12,1,0,0,21,0,0
76264.0,21,0,0,1,31,5,0
68962.0,57,0,0,0,42,8,0
83549.0,51,1,0,1,44,0,0
0.0,41,2,0,0,32,4,1
73579.0,94,2,0,0,29,0,0
97461.0,14,1,0,0,34,4,0
101237.0,46,2,0,1,28,18,0
159844.0,17,0,2,0,29,4,0
137314.0,22,2,3,1,22,40,0
54836.0,42,1,1,0,18,65,0
131097.0,58,2,2,0,32,0,1
103088.0,35,2,3,0,27,7,0
94447.0,52,2,0,1,30,4,0
125543.0,33,1,1,1,35,5,0
171024.0,34,1,0,0,43,1,0
123543.0,14,0,0,0,30,0,0
34305.0,30,2,0,1,33,8,0
138679.0,18,1,3,0,24,70,0
167998.0,24,1,0,1,22,4,0
132539.0,33,2,0,0,38,92,0
911.0,46,2,2,0,43,0,0
152249.0,42,1,0,0,51,17,0
9148.0,48,1,0,0,19,0,0
88459.0,47,2,2,1,26,4,0
163680.0,10,1,3,0,47,7,0
96897.0,51,1,1,0,31,2,0
108782.0,48,2,0,1,18,8,1
118410.0,15,2,2,0,32,66,0
131765.0,11,0,3,0,24,72,0
23089.0,54,2,1,1,29,5,0
81547.0,63,1,0,0,26,0,0
96643.0,41,2,3,0,19,0,0
61228.0,18,1,3,1,34,5,0
137949.0,41,2,1,1,38,4,0
0.0,74,0,3,0,31,19,1
45105.0,11,2,1,0,26,0,0
141070.0,11,1,0,0,38,8,0
168516.0,70,2,0,0,49,3,0
103748.0,28,1,1,0,28,8,0
160752.0,49,0,2,0,22,0,0
64257.0,31,1,1,1,39,0,0
113270.0,16,2,0,0,49,0,0
36857.0,51,0,2,0,43,66,0
28392.0,22,1,0,0,19,0,0
36921.0,35,0,1,1,48,1,0
166722.0,18,0,3,0,36,8,0
3759.0,50,0,0,1,40,49,0
69493.0,48,1,0,0,32,34,0
23402.0,46,1,1,0,45,0,0
58876.0,22,1,0,1,33,4,0
81590.0,53,0,3,0,20,0,0
70632.0,34,2,0,1,29,8,0
66109.0,47,1,2,0,58,0,0
112205.0,50,1,0,1,35,4,0
158686.0,18,1,0,1,36,25,0
12885.0,61,0,2,0,41,1,0
96170.0,52,2,0,1,48,34,0
18988.0,24,2,0,0,30,8,0
103224.0,32,1,1,0,26,4,0
0.0,48,0,0,0,37,0,1
82409.0,30,1,2,0,25,33,0
2334.0,50,2,0,1,25,0,0
35735.0,40,0,2,0,23,8,0
33594.0,22,0,0,1,31,0,0
122047.0,28,2,1,1,35,4,0
17988.0,32,0,0,1,36,0,0
86661.0,31,2,0,1,28,0,0
131617.0,27,1,1,1,24,4,0
50008.0,36,2,0,0,24,1,0
0.0,33,2,0,0,24,0,1
142902.0,25,1,0,0,32,9,0
5761.0,18,2,1,0,37,0,0
162175.0,34,1,1,0,18,0,0
104083.0,50,2,1,0,33,25,1
42680.0,58,1,0,0,39,0,0
53049.0,20,1,1,0,30,4,0
21509.0,9,2,1,1,31,4,0
143253.0,60,1,1,0,19,4,0
41870.0,53,2,1,0,28,18,0
83612.0,47,1,1,0,46,17,0
1098.0,54,1,1,0,36,2,0
64060.0,38,2,3,0,29,0,1
144861.0,27,1,3,1,36,0,0
62601.0,81,2,1,0,34,20,0
166522.0,21,1,1,1,42,0,0
3817.0,50,0,1,0,38,8,0
114137.0,20,1,0,1,37,0,0
136428.0,48,2,0,0,32,17,0
121789.0,57,1,0,1,54,46,0
165884.0,31,2,2,0,20,8,0
78317.0,40,1,0,1,23,0,0
104719.0,34,0,0,0,30,17,0
51980.0,17,1,1,0,24,8,0
50059.0,27,2,3,1,39,0,0
